Título,Autores,Ano,Link
Uma Nova Abordagem de Casamento de Impressões Digitais,['IA Almeida Júnior'],2016,https://repositorio.ufpb.br/handle/tede/9260
Mineração de textos: identificando tendências no mercado de ações por meio dos sentimentos extraídos de notícias publicadas na internet,['FWG Andrade'],2018,https://repositorio.fumec.br/handle/123456789/179
Explorando as fronteiras da Bioinformática: uma reflexão sobre a área e seus pesquisadores,['JRS Gomes'],2023,https://repositorio.ufc.br/handle/riufc/73617
Uma abordagem multitarefa para avaliação cérebro-comportamento a partir de ressonância magnética funcional,['MR Silveira'],2022,https://repositorio.pucrs.br/dspace/bitstream/10923/24486/3/DIS_MARILIA_ROSA_SILVEIRA_COMPLETO.pdf
Assistentes de voz presentes em alto-falantes inteligentes: uma análise exploratória sobre os tópicos de pesquisa e as possibilidades de uso,['KG Silva'],2019,https://repositorio.pucrs.br/dspace/bitstream/10923/15298/1/000495437-Texto%2BCompleto-0.pdf
Desenvolvimento de um modelo de maturidade para Healthcare 4.0,['ED Medeiros'],2023,https://repositorio.ufpb.br/jspui/handle/123456789/30175
Análise e Implementação de Algoritmos para a Aprendizagem por Reforço,['TR Medeiros'],2014,https://repositorio.ufpb.br/handle/tede/6119
Uma metodologia para construção de redes bayesianas com base em ontologias de domínio na área da saúde para suporte à decisão clínica,['CA Souza'],2018,https://repositorio.ufpb.br/jspui/handle/123456789/14831
Teoria dos Rough Sets na redução de atributos e classificação de fluxos de dados em honeypots para detecção de anomalias,['RC Silva'],2019,http://bibliotecatede.uninove.br/handle/tede/3088
Visualização de dados: a autonomia do usuário na construção de gráficos,"['PGM Martins', 'DF Alencar']",2022,https://dadosabertos.info/events/dti/4dti.pdf#page=95
"Novas tecnologias aplicadas à saúde: desenvolvimento de sistemas dinâmicos: conceitos, aplicações e utilização de técnicas inteligentes e regulação","['CRM Leite', 'PC Binsfeld', 'SSRF Rosa']",2019,Sem link disponível
Conhecendo um campo de estudo: aspectos da institucionalização cognitiva e social da ciência da informação,['MFL Alves'],2010,https://www.teses.usp.br/teses/disponiveis/27/27151/tde-29102010-130736/en.php
Sistema Integrado de Mensagens para auxiliar na aderência à medicação,['VJ Silva'],2018,https://tede.ufam.edu.br/handle/tede/6749
Modelos para automatização de análises de desfechos clínico-assistenciais,['BS Zanotto'],2020,https://lume.ufrgs.br/bitstream/handle/10183/218956/001122822.pdf?sequence=1
Investigação de redes convolucionais para classificação de imagens de radiografia do tórax,['DHS Santana'],2024,https://repositorio.ufpb.br/jspui/handle/123456789/32515
Representação da Informação e do Conhecimento: Metodologias e processos,['GÂ de Lima'],2024,https://books.google.com/books?hl=en&lr=&id=oJUrEQAAQBAJ&oi=fnd&pg=PT5&dq=Centro+de+Inform%C3%A1tica+UFPB+OR+%27Center+for+Informatics+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+UFPB%27+OR+%27Computer+Science+UFPB%27+OR++%27Intelig%C3%AAncia+Artificial+e+Ci%C3%AAncia+de+Dados%27+OR+%27Artificial+Intelligence+UFPB%27+OR+%27Aprendizado+de+M%C3%A1quina+UFPB%27+OR+%27Machine+Learning+UFPB%27+OR+%27Ci%C3%AAncia+de+Dados+UFPB%27+OR+%27Data+Science+UFPB%27+OR+%27Vis%C3%A3o+Computacional+UFPB%27+OR+%27Computer+Vision+UFPB%27+OR+%27Processamento+de+Linguagem+Natural+UFPB%27+OR+%27Natural+Language+Processing+UFPB%27+OR++%27Engenharia+de+Software+e+Sistemas%27+OR+%27Software+Engineering+UFPB%27+OR+%27Desenvolvimento+de+Software+UFPB%27+OR+%27Software+Development+UFPB%27+OR+%27Arquitetura+de+Software+UFPB%27+OR+%27Software+Architecture+UFPB%27+OR+%27Sistemas+Distribu%C3%ADdos+UFPB%27+OR+%27Distributed+Systems+UFPB%27+OR++%27Redes+e+Seguran%C3%A7a+da+Informa%C3%A7%C3%A3o%27+OR+%27Information+Security+UFPB%27+OR+%27Criptografia+UFPB%27+OR+%27Cryptography+UFPB%27+OR+%27Redes+de+Computadores+UFPB%27+OR+%27Computer+Networks+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+em+Nuvem+UFPB%27+OR+%27Cloud+Computing+UFPB%27+OR++%27Computa%C3%A7%C3%A3o+Gr%C3%A1fica+e+Intera%C3%A7%C3%A3o+Humano-Computador%27+OR+%27Computer+Graphics+UFPB%27+OR+%27Intera%C3%A7%C3%A3o+Humano-Computador+UFPB%27+OR+%27Human-Computer+Interaction+UFPB%27+OR+%27Realidade+Virtual+UFPB%27+OR+%27Virtual+Reality+UFPB%27+OR+%27Realidade+Aumentada+UFPB%27+OR+%27Augmented+Reality+UFPB%27+OR++%27Outras+%C3%A1reas%27+OR+%27Computa%C3%A7%C3%A3o+Qu%C3%A2ntica+UFPB%27+OR+%27Quantum+Computing+UFPB%27+OR+%27Otimiza%C3%A7%C3%A3o+UFPB%27+OR+%27Optimization+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+Paralela+UFPB%27+OR+%27Parallel+Computing+UFPB%27&ots=hCVA48nV4p&sig=c8mNBVrTLaeYGvHrwp9qLeVJQvo
Sistematização dos Pilares da Indústria 4.0: uma análise utilizando revisão bibliográfica sistemática,['ACRA Falcão'],2019,https://www.teses.usp.br/teses/disponiveis/18/18156/tde-04072019-091814/en.php
APLICAÇÃO DA ONTOLOGIA PARA ANÁLISE E CLASSIFICAÇÃO DA BASE DE DADOS DO TEO: UM CHATTERBOT PARA TELESSAÚDE,['LCSDOS REIS'],2017,https://repositorio.unisagrado.edu.br/handle/handle/1693
Coletânea de estudos teórico-práticos na Engenharia Biomédica-Volume 2,"['NBSI RAMOS', 'CMG GUSMÃO', 'AEF GAMA']",2024,Sem link disponível
Monitoramento dinâmico do volume hídrico em reservatórios utilizando imagens de satélite e redes neurais convolucionais,['AMA Teixeira'],2024,https://repositorio.ufpb.br/jspui/handle/123456789/31995
LUIS NAITO MENDES BEZERRA,['GDEC MASSIVOS'],2017,http://repositorio.unip.br/wp-content/uploads/tainacan-items/198/15851/eng_luisnaitomendesbezerra.pdf
Classificação automática de mensagens de redes sociais em dimensões dos modelos de cidades inteligentes,['LR Bencke'],2019,https://repositorio.ufsc.br/handle/123456789/215591
Jogo sério para ensino e prática de detecção de outliers,['JA Rangel'],2018,http://repositorio.utfpr.edu.br/jspui/handle/1/3933
Diagnóstico de falhas em turbogerador de plataforma de produção de óleo e gás tipo FPSO,['PF CASTRO'],2024,http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/40087
Mineração de Textos: detecção automática de sentimentos em comentários nas mídias sociais,['EMN Brito'],2017,https://repositorio.fumec.br/handle/123456789/939
A violação da privacidade e da intimidade por atores privados na internet,['GML Pedrina'],2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-11122020-013334/en.php
Descoberta de perfis de consumo a partir de uma arquitetura de data warehouse voltada para dados da web,['HS Cunha'],2013,https://repositorio.unipampa.edu.br/handle/riu/1583
PERSPECTIVAS DE PESQUISA EM ORGANIZAÇÃO E REPRESENTAÇÃO DA INFORMAÇÃO: APONTAMENTOS,"['NY Kobashi', 'USP Artes']",NA,https://www.academia.edu/download/57174825/Anais_III_Seminario_MHTX_2018.pdf#page=47
Modelo para recuperaÃ § Ã£ o de informaÃ § Ãµes em ambientes digitais: uma proposta baseada no contexto de uso.,['LRM Albano'],NA,https://www.teses.usp.br/teses/disponiveis/27/27151/tde-13112023-144453/en.php
Atualização do módulo de reconhecimento de movimentos de um jogo terapêutico utilizando a biblioteca openpose,['EC SILVA'],2019,https://bdm.ufpa.br/handle/prefix/2364
Pesquisa bibliográfica sobre o uso de Big Data na avaliação de UX,['AD Zanon'],2017,http://repositorio.utfpr.edu.br/jspui/handle/1/9221
Deep Multitask Learning for Automatic Evaluation of ICAO Requirements.,['AGA SILVA'],2023,http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/32992
do CoVid-19 (i nternational e ConomiC l aw and the CoVid-19 s anitary,"['H Ascensio', 'J Chaisse']",NA,https://core.ac.uk/download/pdf/539391416.pdf
Arquitetura DyCoRS: uma abordagem para ciência de contexto explorando composição dinâmica de estratégias para raciocínio,['RS Machado'],2019,https://repositorio.ufpel.edu.br/handle/prefix/6278?locale-attribute=es
Modelo preditivo dos anos de vida perdidos por morte prematura para os municípios brasileiros de médio porte utilizando aprendizagem de máquina,['MC Silva'],2024,https://repositorio.ufsc.br/handle/123456789/262252
Mortimer Taube: discussões epistemológicas de um cientista da informação,['KR Vieira'],2021,https://repositorio.ufsc.br/bitstream/handle/123456789/222018/PCIN0250-T.pdf?sequence=-1
Imagens multiespectrais a partir de um VANT (Veículo aéreo não tripulado) na estimativa da produtividade do trigo,['HS Felipetto'],2022,https://tede.unioeste.br/handle/tede/6000
"MODELO PREDITIVO PARA SUGESTÃO DE ROTEAMENTO RODOVIÁRIO DE CARGAS CONSIDERANDO DADOS HISTÓRICOS, SÓCIO-AMBIENTAIS E DE …",['EA de Oliveira Lima'],NA,https://www.researchgate.net/profile/Othon-Oliveira/publication/344159001_MODELO_PREDITIVO_PARA_SUGESTAO_DE_ROTEAMENTO_RODOVIARIO_DE_CARGAS_CONSIDERANDO_DADOS_HISTORICOS_SOCIO-AMBIENTAIS_E_DE_REDES_SOCIAIS/links/5f56d0d9299bf13a31aaf37a/MODELO-PREDITIVO-PARA-SUGESTAO-DE-ROTEAMENTO-RODOVIARIO-DE-CARGAS-CONSIDERANDO-DADOS-HISTORICOS-SOCIO-AMBIENTAIS-E-DE-REDES-SOCIAIS.pdf
Performance Evaluation of Smart Decision Support Systems on Healthcare,['MW de Lima Moreira'],2019,https://search.proquest.com/openview/9db6e37de32e335d24e9061c2767e0c6/1?pq-origsite=gscholar&cbl=51922&diss=y
Análise visual para monitoramento de alunos de cursos à distância,['A Weiand'],2016,https://repositorio.pucrs.br/dspace/bitstream/10923/9620/1/000482482-Texto+Completo-0.pdf
Medtech Compliance: Abordagem Regulatória com Foco em Cibersegurança e Proteção de Dados,['FFN de Almeida'],2022,https://search.proquest.com/openview/3f8b23b7faa09e0fa7e9c4aa3dc6035c/1?pq-origsite=gscholar&cbl=2026366&diss=y
Modelagem da informação para cidades inteligentes: aplicação em acidentes de trânsito de Belo Horizonte,['IB de Assis Cunha'],2019,https://repositorio.ufmg.br/handle/1843/31524
PROPOSTA DE FRAMEWORK PARA AUTOMAÇÃO DE PROCESSOS EM INSTITUIÇÕES FEDERAIS DE ENSINO SUPERIOR,"['EME DE PRODUÇÃO', 'DA ISERHARD']",NA,https://www.researchgate.net/profile/Daniel-Iserhard/publication/360943488_PROPOSTA_DE_FRAMEWORK_PARA_AUTOMACAO_DE_PROCESSOS_EM_INSTITUICOES_FEDERAIS_DE_ENSINO_SUPERIOR/links/6294c93a76442957f83bb74f/PROPOSTA-DE-FRAMEWORK-PARA-AUTOMACAO-DE-PROCESSOS-EM-INSTITUICOES-FEDERAIS-DE-ENSINO-SUPERIOR.pdf
Análise de técnicas de implementação paralela para treinamento de redes neurais em GPU,['STA Gurgel'],2014,https://repositorio.ufpb.br/handle/tede/6117
Aprendizado profundo para a detecção de pupilas dilatadas ou contraídas,['FC RODRIGUES'],2022,http://www.tedebc.ufma.br:8080/jspui/handle/tede/3841
Agentes inteligentes conversacionais: conceitos básicos e desenvolvimento,"['F de Almeida Barros', 'PA Tedesco']",2016,https://www.researchgate.net/profile/Flavia-Barros-5/publication/315113128_Agentes_Inteligentes_Conversacionais_Conceitos_Basicos_e_Desenvolvimento/links/58cacac6458515b6361b679f/Agentes-Inteligentes-Conversacionais-Conceitos-Basicos-e-Desenvolvimento.pdf
SAC: Situation-Aware Care:“um modelo de monitoramento de pacientes utilizando ciência de situação”,['L Closs'],2017,http://repositorio.jesuita.org.br/handle/UNISINOS/6306
O uso da análise de emoções como auxílio na tradução automática de português brasileiro para libras,['VMV Silva'],2021,https://repositorio.ufpb.br/jspui/handle/123456789/21283
Helouíse Hellen de Godoi Viola,['MD de Souza Pinto'],NA,https://www.researchgate.net/profile/Helouise-Viola/publication/370519708_A_integracao_da_Ciencia_da_Informacao_com_o_gerenciamento_de_projetos_sustentaveis_no_cenarios_da_Industria_40_uma_epistemologia_critica_e_complexa_para_compreensao_desse_fenomeno/links/6453deeb97449a0e1a77daa9/A-integracao-da-Ciencia-da-Informacao-com-o-gerenciamento-de-projetos-sustentaveis-no-cenarios-da-Industria-40-uma-epistemologia-critica-e-complexa-para-compreensao-desse-fenomeno.pdf#page=119
CIDADES INTELIGENTES: A ACESSIBILIDADE E MOBILIDADE URBANA DO DEFICIENTE VISUAL,"[""JLG Sant'ana"", 'T Vanzin']",2018,https://books.google.com/books?hl=en&lr=&id=AX9aDwAAQBAJ&oi=fnd&pg=PA43&dq=Centro+de+Inform%C3%A1tica+UFPB+OR+%27Center+for+Informatics+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+UFPB%27+OR+%27Computer+Science+UFPB%27+OR++%27Intelig%C3%AAncia+Artificial+e+Ci%C3%AAncia+de+Dados%27+OR+%27Artificial+Intelligence+UFPB%27+OR+%27Aprendizado+de+M%C3%A1quina+UFPB%27+OR+%27Machine+Learning+UFPB%27+OR+%27Ci%C3%AAncia+de+Dados+UFPB%27+OR+%27Data+Science+UFPB%27+OR+%27Vis%C3%A3o+Computacional+UFPB%27+OR+%27Computer+Vision+UFPB%27+OR+%27Processamento+de+Linguagem+Natural+UFPB%27+OR+%27Natural+Language+Processing+UFPB%27+OR++%27Engenharia+de+Software+e+Sistemas%27+OR+%27Software+Engineering+UFPB%27+OR+%27Desenvolvimento+de+Software+UFPB%27+OR+%27Software+Development+UFPB%27+OR+%27Arquitetura+de+Software+UFPB%27+OR+%27Software+Architecture+UFPB%27+OR+%27Sistemas+Distribu%C3%ADdos+UFPB%27+OR+%27Distributed+Systems+UFPB%27+OR++%27Redes+e+Seguran%C3%A7a+da+Informa%C3%A7%C3%A3o%27+OR+%27Information+Security+UFPB%27+OR+%27Criptografia+UFPB%27+OR+%27Cryptography+UFPB%27+OR+%27Redes+de+Computadores+UFPB%27+OR+%27Computer+Networks+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+em+Nuvem+UFPB%27+OR+%27Cloud+Computing+UFPB%27+OR++%27Computa%C3%A7%C3%A3o+Gr%C3%A1fica+e+Intera%C3%A7%C3%A3o+Humano-Computador%27+OR+%27Computer+Graphics+UFPB%27+OR+%27Intera%C3%A7%C3%A3o+Humano-Computador+UFPB%27+OR+%27Human-Computer+Interaction+UFPB%27+OR+%27Realidade+Virtual+UFPB%27+OR+%27Virtual+Reality+UFPB%27+OR+%27Realidade+Aumentada+UFPB%27+OR+%27Augmented+Reality+UFPB%27+OR++%27Outras+%C3%A1reas%27+OR+%27Computa%C3%A7%C3%A3o+Qu%C3%A2ntica+UFPB%27+OR+%27Quantum+Computing+UFPB%27+OR+%27Otimiza%C3%A7%C3%A3o+UFPB%27+OR+%27Optimization+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+Paralela+UFPB%27+OR+%27Parallel+Computing+UFPB%27&ots=LDq8dYod2W&sig=lEYuzNIRbZL-M3jb3flRUf2fqog
"Anais do X Workshop de Teses, Dissertações e Trabalhos de Iniciação Científica em Andamento do IC-Unicamp","['A Pinto', 'A Carvalho', 'CA Petry', 'EH Constantino']",NA,https://ic.unicamp.br/~reltech/2015/15-05.pdf
Causalidade e imputação objetiva nos tipos penais relativos a veículos autônomos,['JML Araujo'],2020,https://www.bdtd.uerj.br:8443/handle/1/22477
Aceleração de autômatos celulares no contexto de biologia através de computação paralela em GPUS com OPENCL,['MBPN Pereira'],2017,https://repositorio.ufpb.br/jspui/handle/123456789/12930
Um ambiente virtual colaborativo para a educação de equipes cirúrgicas,['PVF Paiva'],2014,https://repositorio.ufpb.br/handle/tede/6555
"Uso da visualização de informações para análise de dados educacionais: um estudo de caso sobre a área acadêmica, financeira e científica da UNIKIV",['N Kunzayila'],2021,https://repositorio.unesp.br/items/445df318-880e-4c22-8605-dd2fdb250722
Modelo classificador automático de polaridade de opiniões no Facebook®,['JAS Bueno'],2019,https://repositorio.ufsc.br/handle/123456789/215471
Uso de Learning Analytics sobre dados de questionários para apoio à avaliação da aprendizagem por professores e gestores,['AM Portela'],2021,https://tede.ufam.edu.br/handle/tede/8214
APLICAÇÃO DA REALIDADE VIRTUAL NA VISUALIZAÇÃO DE INFORMAÇÃO,"['MC Perusso', 'MAM Antunes']",NA,https://fibbauru.br/custom/561/uploads/Anais_Computacao.pdf
Inteligência estatística na tomada de decisão médica: um estudo de caso em pacientes traumatizados,['M Garcia'],2018,https://www.teses.usp.br/teses/disponiveis/55/55137/tde-25032019-141951/en.php
Modelo de apoio ao diagnóstico no domínio médico: aplicando raciocínio baseado em casos,['RP Silva'],2005,https://bdtd.ucb.br:8443/jspui/handle/123456789/1472
ENGENHARIA DE PRODUÇÃO,['ER Martins'],2001,https://www.academia.edu/download/64629473/978-65-87196-32-9.pdf
Integração do sistema acadêmico da Universidade Federal de Santa Maria-UFSM a uma smart classroom,['R Raffaelli'],2019,https://repositorio.ufsm.br/handle/1/19845
Diretriz da Sociedade Brasileira de Cardiologia sobre Telemedicina na Cardiologia–2019,"['MACQ Lopes', 'GMM Oliveira', 'ALP Ribeiro']",2019,https://www.scielo.br/j/abc/a/496q4yHnGXqhqRPzxpz7X7L/?format=html&lang=pt&stop=next
OntoScratch: ontologias para representação e avaliação de habilidades do pensamento computacional em projetos Scratch,['NO Araujo'],2020,https://guaiaca.ufpel.edu.br/handle/prefix/6887
Proposta de framework para automação de processos em instituições federais de ensino superior,['DA Iserhard'],2021,https://lume.ufrgs.br/handle/10183/241978
Triagem de pacientes com depressão na atenção primária usando ferramentas de aprendizado de máquina,['EM Souza Filho'],2022,https://www.bdtd.uerj.br:8443/handle/1/18056
Interoperabilidade semântica orientada por ontologia para a Ciência da Informação: a metodologia Onto4All-Interoperability como resultado de estudo de caso no …,['JL Emygdio'],2021,https://repositorio.ufmg.br/handle/1843/42050
Avaliação de mecanismos de suporte à tomada de decisão e sua aplicabilidade no auxílio à priorização de casos em regulações de urgências e emergências,['JT Pollettini'],2016,https://www.teses.usp.br/teses/disponiveis/17/17138/tde-30032017-101723/en.php
Aplicação de sistemas especialistas no processo decisório: Uma abordagem híbrida,['SIV Rosa'],1994,https://lume.ufrgs.br/handle/10183/148959
Uma abordagem para aumento de empatia das interações textuais em sistemas colaborativos,['BS Santos'],2018,https://ri.ufs.br/handle/riufs/10673
Desenvolvimento de um modelo de avaliação da ética digital: Caso de estudo numa entidade do setor da Saúde em Portugal,['IICO Casaleiro'],2020,https://repositorio.iscte-iul.pt/handle/10071/32553
Detecção automática de glomérulos em imagens histológicas renais digitais,['JMC Rehem'],2019,Sem link disponível
Sistema neuro-fuzzy para classificação de calcificações em mamogramas,['FC Fernandes'],2007,https://bdtd.ucb.br:8443/jspui/handle/123456789/1499
Creation of a prototype phantom for quality control of bone segmentation algorithms for use in tomographic post-processing software,['ACC Silva'],NA,https://inis.iaea.org/search/search.aspx?orig_q=RN:55002426
Faz um pix! Equilibrando controle e generatividade em sistema nacional de pagamentos,['GM Nascimento'],2023,https://repositorio.ufpb.br/jspui/handle/123456789/30161
Modelo de apoio ao estudo de pacientes em oncologia pediátrica utilizando raciocínio baseado em casos e mineração de dados,['JC Cruz'],2014,https://www.repositorio.ufal.br/handle/riufal/1604
SIM-ciber: simulações probabilísticas para quantificação de riscos e impactos de ciberataques utilizando relatórios estatísticos,['JDM Nunes'],2024,https://lume.ufrgs.br/handle/10183/279223
DETECÇÃO AUTOMÁTICA DE DOENÇAS EM FRUTOS DO MAMÃO A PARTIR DA ANÁLISE DE IMAGENS POR MEIO DE REDES NEURAIS PROFUNDAS,['JL DE MORAES'],NA,https://repositorio.ufes.br/bitstreams/ccf1049a-086c-4c30-aed9-f4df0680b371/download
Proposta de definição de inteligência de máquina inspirada na teoria das inteligências múltiplas de Howard Gardner,['PS Fonseca'],2002,https://repositorio.ufsc.br/handle/123456789/82664
Socialização da informação: intersecções temáticas entre ciência da informação e educação,['MFAP Silva'],2014,https://repositorio.ufpb.br/handle/tede/3967
A defesa na cooperaÃ § Ã£ o jurÃdica internacional penal,['VCDD Grossi'],2014,https://www.teses.usp.br/teses/disponiveis/2/2140/tde-23032015-141744/en.php
Infraestrutura de informação: um mapeamento sistemático da literatura,['TD Farias'],2020,https://repositorio.ufpb.br/jspui/handle/123456789/18744
Mining Knowledge TV: Uma Abordagem de Ambiente de KDD com Ênfase em Mineração de Dados no Ambiente da Knowledge TV,['JCA Patrício Júnior'],2012,https://repositorio.ufpb.br/handle/tede/6068
Desenvolvimento de Um Modelo de Avaliação da Ética Digital: Caso de Estudo Numa Entidade do Setor da Saúde em Portugal,['IIC de Oliveira Casaleiro'],2020,https://search.proquest.com/openview/32e87ec46ffc03804ed5b615146a7f76/1?pq-origsite=gscholar&cbl=2026366&diss=y
Re-identificação de dados anonimizados: considerações de privacidade e responsabilidade na mineração de prescrições médicas,['EL Oliveira Filho'],2020,https://repositorio.fgv.br/bitstream/10438/29504/3/Oliveira%20Filho%20Eduardo%20-%20Final.pdf
Desenvolvimento e avaliação de software para ensino de ciências: a farmacologia como modelo de interdisciplinaridade,['AA Fidalgo Neto'],2009,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d53d01a80218133c37727c220f7fadff3c386f13
Sistema de auxílio na avaliação de calcificações mamárias por processamento digital de imagens e inteligência artificial,['FGG Elpídio'],NA,Sem link disponível
Um sistema de reconhecimento de objetos incorporado a um robô humanoide aplicado na educação,['AHM Pinto'],2016,https://www.teses.usp.br/teses/disponiveis/55/55134/tde-12082016-160809/en.php
Sistema de Manufatura Inteligente para seleção de mangas utilizando Deep Learning,"['CR de Almeida Gottschall', 'JES Marques']",2019,https://www.academia.edu/download/113846145/978-65-86127-20-1.cap.pdf#page=69
La Inteligencia Artificial en México,['W Nava'],2022,https://cathi.uacj.mx/bitstream/handle/20.500.11961/30645/Hoja%20legal.pdf?sequence=6&isAllowed=y
Relação de consumo eo contrato de cloud computing,['L Morelli'],2018,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-25092020-165221/en.php
Uma abordagem híbrida para análise de similaridade e classificação de dados de eletroencefalografia.,['EC SARAIVA'],2019,http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/12719
Diálogos Inseguros,['JW Pereira'],2022,https://books.google.com/books?hl=en&lr=&id=7TeVEAAAQBAJ&oi=fnd&pg=PA10&dq=Centro+de+Inform%C3%A1tica+UFPB+OR+%27Center+for+Informatics+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+UFPB%27+OR+%27Computer+Science+UFPB%27+OR++%27Intelig%C3%AAncia+Artificial+e+Ci%C3%AAncia+de+Dados%27+OR+%27Artificial+Intelligence+UFPB%27+OR+%27Aprendizado+de+M%C3%A1quina+UFPB%27+OR+%27Machine+Learning+UFPB%27+OR+%27Ci%C3%AAncia+de+Dados+UFPB%27+OR+%27Data+Science+UFPB%27+OR+%27Vis%C3%A3o+Computacional+UFPB%27+OR+%27Computer+Vision+UFPB%27+OR+%27Processamento+de+Linguagem+Natural+UFPB%27+OR+%27Natural+Language+Processing+UFPB%27+OR++%27Engenharia+de+Software+e+Sistemas%27+OR+%27Software+Engineering+UFPB%27+OR+%27Desenvolvimento+de+Software+UFPB%27+OR+%27Software+Development+UFPB%27+OR+%27Arquitetura+de+Software+UFPB%27+OR+%27Software+Architecture+UFPB%27+OR+%27Sistemas+Distribu%C3%ADdos+UFPB%27+OR+%27Distributed+Systems+UFPB%27+OR++%27Redes+e+Seguran%C3%A7a+da+Informa%C3%A7%C3%A3o%27+OR+%27Information+Security+UFPB%27+OR+%27Criptografia+UFPB%27+OR+%27Cryptography+UFPB%27+OR+%27Redes+de+Computadores+UFPB%27+OR+%27Computer+Networks+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+em+Nuvem+UFPB%27+OR+%27Cloud+Computing+UFPB%27+OR++%27Computa%C3%A7%C3%A3o+Gr%C3%A1fica+e+Intera%C3%A7%C3%A3o+Humano-Computador%27+OR+%27Computer+Graphics+UFPB%27+OR+%27Intera%C3%A7%C3%A3o+Humano-Computador+UFPB%27+OR+%27Human-Computer+Interaction+UFPB%27+OR+%27Realidade+Virtual+UFPB%27+OR+%27Virtual+Reality+UFPB%27+OR+%27Realidade+Aumentada+UFPB%27+OR+%27Augmented+Reality+UFPB%27+OR++%27Outras+%C3%A1reas%27+OR+%27Computa%C3%A7%C3%A3o+Qu%C3%A2ntica+UFPB%27+OR+%27Quantum+Computing+UFPB%27+OR+%27Otimiza%C3%A7%C3%A3o+UFPB%27+OR+%27Optimization+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+Paralela+UFPB%27+OR+%27Parallel+Computing+UFPB%27&ots=z65oQ5ps_t&sig=E0nDEQrzw7f8aBgnM1SNX8ToDBw
Ciência e tecnologia no Campus Rio Pomba: Avanços acadêmicos e os impactos da ciência para a sociedade,"['WCA do Nascimento Benevenuto', 'RMA Teixeira']",NA,https://www.ifsudestemg.edu.br/documentos-institucionais/unidades/riopomba/diretorias-sistemicas/pesquisa/simposio-de-ciencia-inovacao-e-tecnologia/livros/2020-e-book-ciencia-e-tecnologia-no-campus-rio-pomba-avancos-academicos-e-os-impactos-da-ciencia-para-a-sociedade.pdf
AVS: uma ferramenta para mitigação de duplicação de relatórios de erros em empresas de desenvolvimento mobile,['IV Santos'],2019,Sem link disponível
