Título,Autores,Ano,Link
Bioimpressão 3D no contexto da indústria 4.0 aplicada à saúde,"['AC Guastaldi', 'GF Barbosa', 'J de Carvalho', 'G Vaz']",2022,https://books.google.com/books?hl=en&lr=&id=7qRnEAAAQBAJ&oi=fnd&pg=PA6&dq=Centro+de+Inform%C3%A1tica+UFPB+OR+%27Center+for+Informatics+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+UFPB%27+OR+%27Computer+Science+UFPB%27+OR++%27Intelig%C3%AAncia+Artificial+e+Ci%C3%AAncia+de+Dados%27+OR+%27Artificial+Intelligence+UFPB%27+OR+%27Aprendizado+de+M%C3%A1quina+UFPB%27+OR+%27Machine+Learning+UFPB%27+OR+%27Ci%C3%AAncia+de+Dados+UFPB%27+OR+%27Data+Science+UFPB%27+OR+%27Vis%C3%A3o+Computacional+UFPB%27+OR+%27Computer+Vision+UFPB%27+OR+%27Processamento+de+Linguagem+Natural+UFPB%27+OR+%27Natural+Language+Processing+UFPB%27+OR++%27Engenharia+de+Software+e+Sistemas%27+OR+%27Software+Engineering+UFPB%27+OR+%27Desenvolvimento+de+Software+UFPB%27+OR+%27Software+Development+UFPB%27+OR+%27Arquitetura+de+Software+UFPB%27+OR+%27Software+Architecture+UFPB%27+OR+%27Sistemas+Distribu%C3%ADdos+UFPB%27+OR+%27Distributed+Systems+UFPB%27+OR++%27Redes+e+Seguran%C3%A7a+da+Informa%C3%A7%C3%A3o%27+OR+%27Information+Security+UFPB%27+OR+%27Criptografia+UFPB%27+OR+%27Cryptography+UFPB%27+OR+%27Redes+de+Computadores+UFPB%27+OR+%27Computer+Networks+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+em+Nuvem+UFPB%27+OR+%27Cloud+Computing+UFPB%27+OR++%27Computa%C3%A7%C3%A3o+Gr%C3%A1fica+e+Intera%C3%A7%C3%A3o+Humano-Computador%27+OR+%27Computer+Graphics+UFPB%27+OR+%27Intera%C3%A7%C3%A3o+Humano-Computador+UFPB%27+OR+%27Human-Computer+Interaction+UFPB%27+OR+%27Realidade+Virtual+UFPB%27+OR+%27Virtual+Reality+UFPB%27+OR+%27Realidade+Aumentada+UFPB%27+OR+%27Augmented+Reality+UFPB%27+OR++%27Outras+%C3%A1reas%27+OR+%27Computa%C3%A7%C3%A3o+Qu%C3%A2ntica+UFPB%27+OR+%27Quantum+Computing+UFPB%27+OR+%27Otimiza%C3%A7%C3%A3o+UFPB%27+OR+%27Optimization+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+Paralela+UFPB%27+OR+%27Parallel+Computing+UFPB%27&ots=Pk6NVgidGo&sig=wgTIUy8jb-DtDg2irPYgq6YkUOY
Extraçao de informaçao para busca semântica na web baseada em ontologias,['TMS Silva'],2003,https://repositorio.ufsc.br/handle/123456789/85791
TerraME Observer: um pipeline extensível para visualização em tempo real de modelos espacialmente explícitos.,['AJC Rodrigues'],2013,http://www3.decom.ufop.br/pos/site_media/uploads_ppgcc/publicacao/rodrigues2013.pdf
Construção de chatbots AIML com a ajuda de uma ferramenta de modelagem visual baseada na linguagem BPMN,['GS Neo'],2020,https://www.repositorio.ufal.br/handle/riufal/7266
2. INOVAÇÃO EM TECNOLOGIA ASSISTIVA: OPORTUNIDADES E DESAFIOS,"['BO dos Santos Meneses', 'JA de Lima', 'LJ de Holanda']",NA,https://www.researchgate.net/profile/Junio-Alves-De-Lima/publication/338014387_2_INOVACAO_EM_TECNOLOGIA_ASSISTIVA_OPORTUNIDADES_E_DESAFIOS/links/5dfa3228299bf10bc3637a95/2-INOVACAO-EM-TECNOLOGIA-ASSISTIVA-OPORTUNIDADES-E-DESAFIOS.pdf
Representação de conhecimento relacionado ao prognóstico de pacientes com câncer de pulmão,['L Minelli'],2013,https://repositorio.ufsm.br/handle/1/5430
Sistema multiagente fuzzy para monitoramento e avaliação,['WCG Oliveira'],2018,https://repositorio.ufersa.edu.br/handle/prefix/5217
A Gestao do Conhecimento ea Inteligência Colaborativa Em Ambientes de Aprendizagem. Um Estudo a Partir da Oficina de Robótica Educacional no Colégio Militar …,['CAS Pinto'],2019,https://www.researchgate.net/profile/Carlos-Alberto-Pinto/publication/332907054_A_GESTAO_DO_CONHECIMENTO_E_A_INTELIGENCIA_COLABORATIVA_EM_AMBIENTES_DE_APRENDIZAGEM_UM_ESTUDO_A_PARTIR_DA_OFICINA_DE_ROBOTICA_EDUCACIONAL_NO_COLEGIO_MILITAR_DO_RIO_DE_JANEIRO/links/5cd17dd5458515712e97f751/A-GESTAO-DO-CONHECIMENTO-E-A-INTELIGENCIA-COLABORATIVA-EM-AMBIENTES-DE-APRENDIZAGEM-UM-ESTUDO-A-PARTIR-DA-OFICINA-DE-ROBOTICA-EDUCACIONAL-NO-COLEGIO-MILITAR-DO-RIO-DE-JANEIRO.pdf
SISTEMA MULTIAGENTE FUZZY PARA MONITORAMENTO E AVALIAÇÃO DOS FATORES DE RISCO DO AVC,['WCG DE OLIVEIRA'],NA,https://repositorio.ufersa.edu.br/server/api/core/bitstreams/18cbed37-bd3e-4f12-b852-7ebbaf7d1467/content
Definição e Aplicação de um Framework para desenvolvimento de redes Neurais Modulares e Heterogêneas,['FAF Reinaldo'],2003,https://repositorio.ufsc.br/bitstream/handle/123456789/85689/195472.pdf?sequence=1
Coordenação de robô autônomo por meio de visão computacional,['JPS Bertoncini'],2022,http://repositorio.utfpr.edu.br/jspui/handle/1/29473
Tecnologias de gestão da informação para vigilância epidemiológica hospitalar: uma revisão integrativa,['ESP Moreira'],2023,https://repositorio.ufsc.br/handle/123456789/258464
A proteção dos dados pessoais no direito do comércio internacional: a prevalência do modelo da união europeia,['RMP Vaz'],2023,https://repositorio.ufsc.br/handle/123456789/251833
Sistema de leitura de redes digitais multiplataforma,"['JJ Omena', 'I Amaral']",2019,https://kclpure.kcl.ac.uk/portal/files/175589090/ICNOVA_MetodosDigitais_compactado.pdf#page=122
ESTRATÉGIAS DE TRANSFORMAÇÃO DIGITAL NOS HOSPITAIS PRIVADOS BRASILEIROS: DESAFIOS E OPORTUNIDADES,['JCF BUENO'],2017,http://ibmec-dissertacoes.s3.amazonaws.com/ibmec-dissertacoes/mestrado-profissional-em-administracao/2017/Jean%20Carlos%20Ferreira%20Bueno.pdf
A UFPA NO ENSINO A DISTÂNCIA PARA O SUS NA AMAZÔNIA,"['EC da Silva', 'N de França Faro', 'WCS da Silva']",NA,https://www.researchgate.net/profile/Kellen-Gasque/publication/351334916_SECRETARIA_EXECUTIVA_DA_UNA-SUS_E_ESCOLA_DE_GOVERNO_DA_FIOCRUZ_DE_BRASILIA_TRABALHANDO_A_INTERSETORIALIDADE/links/6091b87a299bf1ad8d78a04b/SECRETARIA-EXECUTIVA-DA-UNA-SUS-E-ESCOLA-DE-GOVERNO-DA-FIOCRUZ-DE-BRASILIA-TRABALHANDO-A-INTERSETORIALIDADE.pdf#page=250
Uma investigação de aspectos da classificação de tópicos para textos curtos,['ELS Oliveira'],2015,https://repositorio.ufpb.br/handle/tede/7842
Um modelo para organização de documentos no contexto da Memória Organizacional,['B Wilges'],2014,https://repositorio.ufsc.br/handle/123456789/129357
Protótipo de um chatbot para auxiliar o professor na utilização de um sistema tutor inteligente Mazk,['FF Moro'],2019,https://repositorio.ufsc.br/handle/123456789/214918
"Desenvolvimento sustentável, economia circular e educação empreendedora","['MR Lucas', 'KA Sousa', 'I Joaquina Ramos']",2019,https://dspace.uevora.pt/rdpc/handle/10174/25855
Serviços de conhecimento: um método para o desenvolvimento,['AC Anjos'],2019,https://repositorio.ufsc.br/handle/123456789/214272
Automação residencial para conservação e eficiência energética por meio de técnicas de inteligência artificial,"['LS Marques', 'JG Toggweiler']",2017,https://repositorio.ufsc.br/handle/123456789/182198
JAUTI23,"['MJ Abásolo Guerrero', 'A Febles Estrada']",2024,https://sedici.unlp.edu.ar/handle/10915/174594
Contribuições para integração da indústria 4.0 nas redes elétricas inteligentes,['LR Ilário'],2020,https://repositorio.unesp.br/items/2ae2884f-a129-4e53-89f3-369ff294036d
Uma arquitetura de question-answering instanciada no domínio de doenças crônicas,['LF Almansa'],2016,https://www.teses.usp.br/teses/disponiveis/95/95131/tde-10102016-121606/en.php
Extração e mineração de informação independente de domínios da web na língua portuguesa,['JCB Pires'],2015,https://inf.ufg.br/mestrado/sites/portal.inf.ufg.br.mestrado/files/uploads/Dissertacoes/Julio%20Cesar%20Batista.pdf
PUBLICAÇÃO DE DADOS GOVERNAMENTAIS ABERTOS CONECTADOS: UM ESTUDO DE CASO NO ÂMBITO DA SAÚDE PÚBLICA BRASILEIRA,"['MEC dos Santos', 'L de Souza', 'JMH DallAgnol']",NA,https://www.academia.edu/download/52246129/CIACA_CIAWI_2016.pdf#page=55
Pesquisa de similaridades em imagens mamogrÃ¡ ficas com base na extraÃ § Ã£ o de caracterÃsticas.,['JB Santos'],2013,https://www.teses.usp.br/teses/disponiveis/3/3141/tde-23052014-010946/en.php
Alternativas para estimar o volume de árvores individuais em formações florestais no estado de Minas Gerais,['JC Abreu'],2019,https://www.locus.ufv.br/handle/123456789/26022
FERRAMENTAS TECNÓLOGICAS NA ORGANIZAÇÃO DOS FLUXOS DE TRABALHO EM SERVIÇOS DE FISIOTERAPIA: REVISÃO INTEGRATIVA,"['LOA de Abreu', 'MEP Bessa']",2023,https://books.google.com/books?hl=en&lr=&id=ske8EAAAQBAJ&oi=fnd&pg=PA74&dq=Centro+de+Inform%C3%A1tica+UFPB+OR+%27Center+for+Informatics+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+UFPB%27+OR+%27Computer+Science+UFPB%27+OR++%27Intelig%C3%AAncia+Artificial+e+Ci%C3%AAncia+de+Dados%27+OR+%27Artificial+Intelligence+UFPB%27+OR+%27Aprendizado+de+M%C3%A1quina+UFPB%27+OR+%27Machine+Learning+UFPB%27+OR+%27Ci%C3%AAncia+de+Dados+UFPB%27+OR+%27Data+Science+UFPB%27+OR+%27Vis%C3%A3o+Computacional+UFPB%27+OR+%27Computer+Vision+UFPB%27+OR+%27Processamento+de+Linguagem+Natural+UFPB%27+OR+%27Natural+Language+Processing+UFPB%27+OR++%27Engenharia+de+Software+e+Sistemas%27+OR+%27Software+Engineering+UFPB%27+OR+%27Desenvolvimento+de+Software+UFPB%27+OR+%27Software+Development+UFPB%27+OR+%27Arquitetura+de+Software+UFPB%27+OR+%27Software+Architecture+UFPB%27+OR+%27Sistemas+Distribu%C3%ADdos+UFPB%27+OR+%27Distributed+Systems+UFPB%27+OR++%27Redes+e+Seguran%C3%A7a+da+Informa%C3%A7%C3%A3o%27+OR+%27Information+Security+UFPB%27+OR+%27Criptografia+UFPB%27+OR+%27Cryptography+UFPB%27+OR+%27Redes+de+Computadores+UFPB%27+OR+%27Computer+Networks+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+em+Nuvem+UFPB%27+OR+%27Cloud+Computing+UFPB%27+OR++%27Computa%C3%A7%C3%A3o+Gr%C3%A1fica+e+Intera%C3%A7%C3%A3o+Humano-Computador%27+OR+%27Computer+Graphics+UFPB%27+OR+%27Intera%C3%A7%C3%A3o+Humano-Computador+UFPB%27+OR+%27Human-Computer+Interaction+UFPB%27+OR+%27Realidade+Virtual+UFPB%27+OR+%27Virtual+Reality+UFPB%27+OR+%27Realidade+Aumentada+UFPB%27+OR+%27Augmented+Reality+UFPB%27+OR++%27Outras+%C3%A1reas%27+OR+%27Computa%C3%A7%C3%A3o+Qu%C3%A2ntica+UFPB%27+OR+%27Quantum+Computing+UFPB%27+OR+%27Otimiza%C3%A7%C3%A3o+UFPB%27+OR+%27Optimization+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+Paralela+UFPB%27+OR+%27Parallel+Computing+UFPB%27&ots=qWSboalkDv&sig=XqCEFZvwYxpX0t68CeqOxZO0mFQ
TeO: UM CHATTERBOT PARA TELESSAÚDE,['HDA SILVA'],2014,https://repositorio.unisagrado.edu.br/handle/handle/1613
José Leomar Todesco,['JL Todesco'],2019,https://repositorio.ufsc.br/bitstream/handle/123456789/195856/MAA_Jos%C3%A9_Todesco-Final.pdf?sequence=1
O uso de semântica na melhoria dos métodos indutivos de aquisição automática de conhecimento.,['WC CIRNE FILHO'],1992,http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/8571
Cognomia-um método para classificação de metadados a nível de conhecimento em redes sociais.,['BZ Santos'],2024,https://www.teses.usp.br/teses/disponiveis/3/3141/tde-20082024-090403/en.php
Transformação digital por inovação sustentada ou tecnologias disruptivas em arquivos,['D Flores'],2018,https://www.ppgci-uff.com.br/wp-content/uploads/2022/02/PPGCI-VSEI-livro5-1.pdf#page=72
Integrando multiagentes em ambientes 3D: um serious game para estimulação cognitiva,['PFA Braz'],2011,https://www.bdtd.uerj.br:8443/handle/1/7680
Indeterminação temporal e dados temporais em narrativas e textos clínicos: uma revisão sistemática da literatura,['GF OLIVEIRA'],2018,https://ric.cps.sp.gov.br/handle/123456789/26667
Entrevista com Yasodara Córdova,['J Valente'],2020,https://seer.ufs.br/index.php/eptic/issue/download/EPTICVOL.%2022%2C%20N%C2%BA%202%2C%20DT%20Algoritmos/v.%2022%20n.%202%20%282020%29#page=64
Tecnologias Socialmente Assistivas como apoio ao envelhecimento saudável em casa: uma abordagem ergonômica,['BLP Nobre'],2022,https://repositorio.ufsc.br/handle/123456789/243148
Acionador percussivo inteligente-RITMUSROB.,['AP Sampaio'],1999,http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/6328
Relatório do mestrado em Assessoria de Administração,['A Mesquita'],2022,https://bdigital.ufp.pt/handle/10284/12044
Uma metodologia multinível de avaliação da qualidade da tradução gerada por tradutores automáticos para libras,['LS Reis'],2020,https://repositorio.ufpb.br/jspui/handle/123456789/20261
"Diagnóstico dos laboratórios de informática e uso do computador, como ferramenta de apoio pedagógico: o contexto das escolas do campo no Cariri Paraibano.",['GF NUNES'],2016,http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/5211
"Criação, desenvolvimento e aplicação de serious game educativo para prevenção em saúde bucal infantil-\'Caí, perdi um dente... E aí?",['MH Rodrigues'],2014,https://www.teses.usp.br/teses/disponiveis/25/25145/tde-16042015-102716/en.php
Testes iniciais para o uso de interface cérebro-computador no aprimoramento da recomendação das plataformas de vídeo sob demanda,['JE Rodrigues'],2021,https://repositorio.ufpb.br/jspui/handle/123456789/31600
Uma arquitetura genérica para tradução automática text-to-gloss baseada em regras,['VMV Silva'],2018,https://repositorio.ufpb.br/jspui/handle/123456789/15628
Um Método de Recomendação de Desenvolvedores Baseado em Métricas de Qualidade de Código,['MC da Silva'],NA,https://www.ppgia.pucpr.br/pt/arquivos/mestrado/dissertacoes/2020/Matheus_Camilo_2020.pdf
Diseño De Una Metodología De Análisis De Texto-Una Implementación Desde La Complejidad Y Teoría De Redes Complejas-.,['E Mejía Meza'],2020,http://repositoriodspace.unipamplona.edu.co/jspui/handle/20.500.12744/5593
A transformação digital do ensino e aprendizagem: desafios para uma nova morfologia da escola,['ÍDGS Bidarra'],2019,https://repositorio.ucp.pt/handle/10400.14/28068
Um ambiente para teste e diagnóstico de drones usando cossimulação,['RR Abreu'],2019,https://repositorio.ufpb.br/jspui/handle/123456789/15214
A Transformação Digital Do Ensino e Aprendizagem: Desafios Para Uma Nova Morfologia Da Escola,['ÍDG da Silva Bidarra'],2018,https://search.proquest.com/openview/958effd3d10823448579e7740ad1dcb1/1?pq-origsite=gscholar&cbl=2026366&diss=y
Desenvolvimento de Script para apoio aavaliaçao de exercıcios de programaçao: ferramenta e recurso educacional para testar programas de diferentes linguagens,['D Kellermann'],NA,https://www.ufrgs.br/cinted/wp-content/uploads/2021/12/ANAIS-CINTED-2021.pdf#page=99
"UNIVERSIDADE ESTADUAL DO CENTRO-OESTE, UNICENTRO-PR PROGRAMA DE PÓS-GRADUAÇÃO EM PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA …","['MB RUARO', 'PDETAÀ TELERREABILITAÇÃO']",NA,https://profnit.org.br/wp-content/uploads/2023/05/MARINEZ-BOEING-RUARO-TCC.pdf
Instituto do Milênio Avanço Global e Integrado da Matemática Brasileira–IM-AGIMB,['BRR de Atividades'],NA,https://milenio.impa.br/pt/2004/relallcds-pt.pdf
Desenvolvimento de Agentes Autônomos em gerência de Redes de Computadores,"['ASM DE FRANCESCHI', 'JM Barreto']",2000,https://www.researchgate.net/profile/Analucia-Morales/publication/266037786_DESENVOLVIMENTO_DE_AGENTES_AUTONOMOS_PARA_GERENCIA_DE_REDES_DE_COMPUTADORES/links/549011480cf225bf66a8115f/DESENVOLVIMENTO-DE-AGENTES-AUTONOMOS-PARA-GERENCIA-DE-REDES-DE-COMPUTADORES.pdf
CURSO DE MESTRADO ACADÊMICO EM COMPUTAÇÃO APLICADA,['TV Ficagna'],NA,https://biblioteca.univali.br/pergamumweb/vinculos/pdf/Tiago%20Vinicius%20Ficagna.pdf
WORKSHOP ON THESIS AND DISSERTATIONS IN DATABASES,['R da Silva Torres'],2015,https://www.academia.edu/download/100332158/SatelliteEvents.pdf#page=197
Uma proposta de viabilização da relação entre o financiador eo prestador de serviços ambientais através de oráculos blockchain,['AMP Barros'],2023,https://repositorio.ufpb.br/jspui/handle/123456789/32391
De agentes racionais a agentes semióticos: um estudo sobre a aplicação da semiótica na concepção de sistemas inteligentes.,['MES SILVA'],1998,http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/11505
Pesquisa em inovação: múltiplos olhares rumo a uma convergência formativa,"['P Júnior', 'FG Rebouças']",2019,https://repositorio.uft.edu.br/bitstream/11612/1342/1/Pesquisa%20em%20inova%C3%A7%C3%A3o%2C%20multiplos%20olhares%20rumo%20a%20uma%20converg%C3%AAncia%20formativa.pdf
Simulação e avaliação de incisões cirúrgicas com realidade virtual,['IFMS Moura'],2017,https://repositorio.ufpb.br/handle/tede/9663
Uma arquitetura de referência para gerenciamento e reuso de ambientes virtuais tridimensionais,['RC Fujioka'],2015,https://www.academia.edu/download/85048736/TESE_Rodrigo_da_Cruz_Fujioka.pdf
Periflix: por uma Narrativa Audiovisual da América Latina,"['V Gosciola', 'DP Renó', 'LCB de Brito']",2019,https://books.google.com/books?hl=en&lr=&id=2IOWDwAAQBAJ&oi=fnd&pg=PA130&dq=Centro+de+Inform%C3%A1tica+UFPB+OR+%27Center+for+Informatics+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+UFPB%27+OR+%27Computer+Science+UFPB%27+OR++%27Intelig%C3%AAncia+Artificial+e+Ci%C3%AAncia+de+Dados%27+OR+%27Artificial+Intelligence+UFPB%27+OR+%27Aprendizado+de+M%C3%A1quina+UFPB%27+OR+%27Machine+Learning+UFPB%27+OR+%27Ci%C3%AAncia+de+Dados+UFPB%27+OR+%27Data+Science+UFPB%27+OR+%27Vis%C3%A3o+Computacional+UFPB%27+OR+%27Computer+Vision+UFPB%27+OR+%27Processamento+de+Linguagem+Natural+UFPB%27+OR+%27Natural+Language+Processing+UFPB%27+OR++%27Engenharia+de+Software+e+Sistemas%27+OR+%27Software+Engineering+UFPB%27+OR+%27Desenvolvimento+de+Software+UFPB%27+OR+%27Software+Development+UFPB%27+OR+%27Arquitetura+de+Software+UFPB%27+OR+%27Software+Architecture+UFPB%27+OR+%27Sistemas+Distribu%C3%ADdos+UFPB%27+OR+%27Distributed+Systems+UFPB%27+OR++%27Redes+e+Seguran%C3%A7a+da+Informa%C3%A7%C3%A3o%27+OR+%27Information+Security+UFPB%27+OR+%27Criptografia+UFPB%27+OR+%27Cryptography+UFPB%27+OR+%27Redes+de+Computadores+UFPB%27+OR+%27Computer+Networks+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+em+Nuvem+UFPB%27+OR+%27Cloud+Computing+UFPB%27+OR++%27Computa%C3%A7%C3%A3o+Gr%C3%A1fica+e+Intera%C3%A7%C3%A3o+Humano-Computador%27+OR+%27Computer+Graphics+UFPB%27+OR+%27Intera%C3%A7%C3%A3o+Humano-Computador+UFPB%27+OR+%27Human-Computer+Interaction+UFPB%27+OR+%27Realidade+Virtual+UFPB%27+OR+%27Virtual+Reality+UFPB%27+OR+%27Realidade+Aumentada+UFPB%27+OR+%27Augmented+Reality+UFPB%27+OR++%27Outras+%C3%A1reas%27+OR+%27Computa%C3%A7%C3%A3o+Qu%C3%A2ntica+UFPB%27+OR+%27Quantum+Computing+UFPB%27+OR+%27Otimiza%C3%A7%C3%A3o+UFPB%27+OR+%27Optimization+UFPB%27+OR+%27Computa%C3%A7%C3%A3o+Paralela+UFPB%27+OR+%27Parallel+Computing+UFPB%27&ots=TS5O29sQ4m&sig=PuGqCKTUp_RVrBQ1bGNP47fhBww
"INOVAÇÃO, TECNOLOGIA E FORMAÇÃO EMPREENDEDORA 4.0","['ASL DA SILVA', 'RAT COSTA']",NA,https://scholar.archive.org/work/vwz72ik4jfhf7evrk7mh43srs4/access/wayback/https://livros.editoraenterprising.net/index.php/e-books/catalog/download/20/23/61
Ambiente interativo de aprendizagem para o apoio ao estudante no diagnóstico de paciente de acidente vascular cerebral,['EMQA Mangueira'],2008,https://www.repositorio.ufal.br/handle/riufal/825
Tecnologia assistiva para promoção do envelhecimento ativo segundo profissionais e idosos participantes de grupo de convivências.,['ES Leite'],2016,https://repositorio.ufpb.br/handle/tede/8718
INFOrM-Uma abordagem para detecção de quedas baseada em sensores de movimento infravermelhos e acelerômetros,['CAP Rodrigues'],2016,https://repositorio.ufc.br/handle/riufc/23753
Modelo de maturidade de tecnologias da indústria 4.0 para a construção civil,['AA Tuma Neto'],2022,https://tede.ufam.edu.br/handle/tede/9218
Planejamento e desenvolvimento racional de candidatos a fármacos inibidores de Influenza A,['HIR Medeiros'],2021,https://repositorio.ufpb.br/jspui/handle/123456789/22624
A representação social de smart city: Uma visão brasileira,['FP Michelotto'],2019,https://repositorio.fgv.br/bitstream/10438/28589/5/Dissertacao_FMichelotto_SmartCities_FINAL%20biblio.pdf
RV e RA Aplicadas à Saúde,"['FLS Nunes', 'LS Machado']",2009,https://www.academia.edu/download/59612822/SVR2009_PreSimposio20190608-24101-h9b0rd.pdf#page=69
An approach for traceability recovery between bug reports and test cases.,['GM Gadelha'],2019,http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/7346
Modelo de avaliação para Smart Cities considerando os ODS ea pandemia do Covid-19.,['SF BRITO'],2021,http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/21822
Proceedings of the 9th Iberoamerican Conference on Applications,"['ACB Angeluci', 'AM Prata', 'A Quaglio', 'A Velhinho']",2009,https://www.academia.edu/download/67257787/jAUTI_2020_Proceedings.pdf
Proceedings of the 9th Iberoamerican Conference on Applications and Usability of Interactive TV-jAUTI 2020,"['J Ferraz de Abreu', 'MJ Abásolo Guerrero', 'P Almeida']",2021,https://sedici.unlp.edu.ar/handle/10915/116416
REDE NORDESTE DE BIOTECNOLOGIA UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO CENTRO DE CIÊNCIAS DA SAÚDE PROGRAMA DE PÓS …,['DESEO DE ELETROMIOGRAFIA'],NA,https://repositorio.ufes.br/server/api/core/bitstreams/077f0091-4659-4b83-9b0b-49a8ccc88615/content
Uma comparação entre o Paradigma Orientado a Notificações (PON) eo Paradigma Orientado a Objetos (POO) realizado por meio da implementação de um Sistema …,"['MV Batista', 'RF Banaszewski', 'AF Ronszcka']",2011,http://www.comtel.pe/memoriacomtel/COMTEL2011.pdf#page=54
Interação Natural por Meio de Gestos para Apoio a Docentes no Processo de Ensino em Saúde,['DS Ferreira'],2014,https://repositorio.ufpb.br/handle/tede/6108
A complexidade da memória e do esquecimento na sociedade em rede: os paradigmas digitais,['N Ferreira'],2017,https://www.mpba.mp.br/sites/default/files/biblioteca/direitos-humanos/direitos_humanos_stricto_sensu/dissertacao_nelson_ferreira.pdf
OFÍCIO Nº 2996/2024-PRPPG-SSTS (11.01. 27.12. 01) NÃO PROTOCOLADO,"['GDOEDEM GROSSO', 'R MALDONADO']",NA,https://cms.unemat.br/storage/documentos/bloco-documento-arquivo/2TOcwgbgvsquMw7b9ibXZTDleAm3byUv9tOiBkWO.pdf
INTELIGÊNCIA ARTIFICIAL: CAMPO HETEROGÊNEO,['EL DE COMPLEXIDADE'],NA,https://repositorio.ufba.br/bitstream/ri/31489/1/museus-virtuais-e-jogos-digitais-RI.pdf#page=148
Proteção de dados eo estudo da LGPD,['DVV Burkart'],2021,https://repositorio.unesp.br/entities/publication/d3f31333-1765-4c9b-998e-036640aee715
Modelo de implantação de Gestão do Conhecimento para Instituição Pública de Ensino Superior: estudo de caso no CEFET de Urutaí,['EM Faria'],2003,https://bdtd.ucb.br:8443/jspui/handle/123456789/1479
ABORDAGENS PRÁTICAS DE REALIDADE VIRTUAL E AUMENTADA,['L DOS MINICURSOS'],NA,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=61345b48b7c330b91e79be908e87df26732a4508
Conjunto de recomendações conceituais e instrumentais para gestão de projetos para sistemas de informação em saúde,['CC Gomes'],2007,https://repositorio.ufsc.br/handle/123456789/90488
Ontologias e interatividade em ambientes virtuais de aprendizagem,['TT Vieira'],2018,https://repositorio.fumec.br/handle/123456789/161
La llegada de la computación a la Universidad de Buenos Aires The arrival of the computer to the University of Buenos Aires,"['H Czemerinski', 'PM Jacovkis']",NA,https://oei.int/wp-content/uploads/2011/08/revista-cts-no-18.pdf#page=71
Web semântica e repositórios digitais educacionais na área de saúde: uma modelagem com foco no objetivo de aprendizagem para refinar resultados de …,['FS Monteiro'],NA,Sem link disponível
Web semântica e repositórios digitais educacionais na área de saúde: uma modelagem com foco no objetivo de aprendizagem para refinar resultados de busca,['F de Sousa Monteiro'],2013,https://core.ac.uk/download/pdf/33545973.pdf
Compreensão dos fatores determinantes para a aplicação da rede blockchain nas exportações: cadeia do algodão,['LMFS Móta'],2021,https://lume.ufrgs.br/handle/10183/233126
O uso indevido de dados pessoais eo direito à identidade,['MVM Santos'],2023,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-24082023-125837/en.php
Cinema VR: concepções teóricas e técnicas sobre a fruição do espectador em narrativas cinematográficas em 360 graus,['IMC Silva'],2021,https://repositorio.ufpb.br/jspui/handle/123456789/22206
MINERAÇÃO DE MÍDIAS SOCIAIS COMO FERRAMENTA PARA A ANÁLISE DA TRÍADE DA PERSONA VIRTUAL,['ACE Santo Lima'],NA,https://dspace.mackenzie.br/bitstreams/9f337ca1-cc1f-4e79-8046-c9bd50fd5cab/download
Sistema de apoio à decisão de enfermagem para a realização do exame físico da gestante,['MFB Kader'],2012,https://repositorio.ufsc.br/handle/123456789/92486
Impactos da inclusão de corridas de homozigosidade em processos de acasalamento dirigido em uma população simulada de bovinos de corte,['A Selli'],2024,https://www.teses.usp.br/teses/disponiveis/10/10135/tde-20062024-120257/en.php
"XVIII Simposio Internacional de Informática Educativa, SIIE 2016","['FJ García-Peñalvo', 'AJ Mendes']",2016,https://repositorio.grial.eu/server/api/core/bitstreams/752ff355-a9ee-41b5-b4ce-fc461e4bf11b/content
Comparação entre redes bayesianas do tipo naive bayes baseadas na distribuição exponencial,['AKG Rodrigues'],2017,https://repositorio.ufpb.br/jspui/handle/123456789/2579
Experiencia de TV educativa en Ecuador en el marco de la pandemia,"['D Rivera-Rogel', 'AO Cajamarca']",2022,https://www.researchgate.net/profile/Irene-Hernandez-8/publication/359504702_La_experiencia_de_un_caso_de_ABP_en_un_curso_de_requerimientos_de_software/links/6240e2bd8068956f3c5393d2/La-experiencia-de-un-caso-de-ABP-en-un-curso-de-requerimientos-de-software.pdf#page=282
Um serviço web para geração automática de audiodescrição de vídeos digitais,['WL Ribeiro'],2018,https://repositorio.ufpb.br/jspui/handle/123456789/15648
